Gene	alignment_similarity_percentage	opt_alignment_cost	l2fc	color	abs_l2fc
HIST1H2BI	0.7895	18.43741176902096	-0.4883287881726863	green	0.4883287881726863
EGFL6	0.7895	21.880732525854363	-0.47577446722814853	green	0.47577446722814853
TYROBP	0.7895	21.170711914326215	-0.3552142734953546	green	0.3552142734953546
CCL5	0.7895	17.699887609540852	0.22073262039384114	green	0.22073262039384114
MAOB	0.7895	18.562004083967224	-0.19992499878115202	green	0.19992499878115202
CCN4	0.7895	19.65764018810239	-0.19900872898341904	green	0.19900872898341904
CCK	0.7895	19.13549162484124	-0.1830980409643771	green	0.1830980409643771
NEURL1B	0.7895	19.377921726681283	-0.1706824968867701	green	0.1706824968867701
GPM6B	0.7895	18.726096942893285	-0.1703635040358947	green	0.1703635040358947
SEMA3G	0.7895	18.367097367589295	-0.15763408135340592	green	0.15763408135340592
KLHDC7B	0.7895	19.03407610393053	-0.15714873267614987	green	0.15714873267614987
GLDN	0.7895	19.460183553118323	-0.15200724410880073	green	0.15200724410880073
ADRB2	0.7895	19.3606883252341	-0.1445187688355119	green	0.1445187688355119
AL731684.1	0.7895	16.549904580635147	-0.143042744463796	green	0.143042744463796
TDO2	0.7895	18.935095595386425	0.1407508690758885	green	0.1407508690758885
SLC1A7	0.7895	19.01081678863083	-0.1394957625910818	green	0.1394957625910818
FGFBP2	0.7895	19.213055373757395	0.13079751842835832	green	0.13079751842835832
TSHR	0.7895	18.266923424770837	-0.12933327928876742	green	0.12933327928876742
AL096794.1	0.7895	18.385735294395236	0.12420396204049669	green	0.12420396204049669
SCT	0.7895	17.584513482538153	0.11723044557434045	green	0.11723044557434045
DUSP15	0.7895	18.7936723368359	-0.11547147343675687	green	0.11547147343675687
AURKB	0.7895	19.187275145545037	0.10435153068621698	green	0.10435153068621698
ANGPT4	0.7895	22.095072454893515	0.1036711813657162	green	0.1036711813657162
NEK2	0.7895	17.47015038212049	0.10272456233565921	green	0.10272456233565921
DLK1	0.7895	18.901810377833293	-0.09902041350288086	green	0.09902041350288086
MDFI	0.7895	19.61327603168563	-0.09893077367849608	green	0.09893077367849608
CD24	0.7895	17.77298700795467	0.08949709882646668	green	0.08949709882646668
ACVR1C	0.7895	18.475937617745323	0.087411540192135	green	0.087411540192135
PKMYT1	0.7895	18.037463859255794	0.08603567283988678	green	0.08603567283988678
HIST1H2BB	0.7895	19.67611639549059	0.08595420592079892	green	0.08595420592079892
ZNF385D	0.7895	19.72753326470375	-0.07573940418988265	green	0.07573940418988265
CLDN4	0.7895	19.271234901608597	0.07389835152981167	green	0.07389835152981167
KIF2C	0.7895	18.83335320282284	0.07042038918306134	green	0.07042038918306134
ST6GALNAC5	0.7895	18.559229309992993	0.0671970191021786	green	0.0671970191021786
PEX5L	0.7895	19.041709375621473	-0.06548018396206699	green	0.06548018396206699
TACSTD2	0.7895	18.482417247174112	-0.058758943732576674	green	0.058758943732576674
DBX2	0.7895	17.644180441101586	0.05454857624493176	green	0.05454857624493176
PBK	0.7895	20.58135392277251	0.05205414264335228	green	0.05205414264335228
TRIML2	0.7895	17.374233536079362	0.05154530149420416	green	0.05154530149420416
DHRS9	0.7895	18.667392567552366	0.05132840244311405	green	0.05132840244311405
AQP7	0.7895	19.310158743058725	-0.049576499184668894	green	0.049576499184668894
ISG20	0.7895	21.098450053152686	-0.04917553219659639	green	0.04917553219659639
ESCO2	0.7895	19.034529228977025	0.048270374779897825	green	0.048270374779897825
TPPP3	0.7895	18.971165303549782	0.04699232372163261	green	0.04699232372163261
GPR1	0.7895	22.40946892326208	-0.04352091681291791	green	0.04352091681291791
CENPA	0.7895	19.015063773503403	-0.043520709523554794	green	0.043520709523554794
ASPM	0.7895	19.98935952277823	0.04154500435066777	green	0.04154500435066777
FLT1	0.7895	18.287376344848287	0.041419170857228044	green	0.041419170857228044
TAGLN3	0.7895	18.365159343056096	-0.035588612626806716	green	0.035588612626806716
MTFR2	0.7895	18.393975472725558	-0.03225996388594428	green	0.03225996388594428
GPT	0.7895	18.533666655371878	-0.031173080420608953	green	0.031173080420608953
ADCYAP1	0.7895	16.870245784763146	0.02905430191484398	green	0.02905430191484398
BIRC3	0.7895	18.710444785553992	-0.02677858142696845	green	0.02677858142696845
HIST1H3J	0.7895	20.338151323189315	0.022928151014742926	green	0.022928151014742926
PLK4	0.7895	23.83972387711714	-0.022658858265614323	green	0.022658858265614323
ANXA10	0.7895	20.563871505328486	0.019990819631304557	green	0.019990819631304557
RGS4	0.7895	20.565317361927843	-0.015896251338486857	green	0.015896251338486857
RCAN2	0.7895	18.891928471745214	-0.010919507548479403	green	0.010919507548479403
CD200	0.7895	18.829747784083093	-0.010712692200014182	green	0.010712692200014182
STRA6	0.7895	17.69803309286195	0.008265642450016345	green	0.008265642450016345
LINC01615	0.7895	18.627979014351048	0.007928814340576644	green	0.007928814340576644
RASGRP1	0.7895	19.412887372226862	-0.007651025082104267	green	0.007651025082104267
CYP7B1	0.7895	18.138173408160235	0.0068075126493311044	green	0.0068075126493311044
SYT14	0.7895	22.13404864224043	-0.006655699783680286	green	0.006655699783680286
EDN1	0.7895	19.17084455552758	0.0022814605089251532	green	0.0022814605089251532
MRVI1	0.7895	20.45554450316436	0.002012701830603681	green	0.002012701830603681
ETNPPL	0.7895	23.544198379665183	0.0	green	0.0
HTR7	0.8	27.9584210468995	-0.23011271027817493	green	0.23011271027817493
CYP1A1	0.8234999999999999	20.241947477022016	-0.4373555511481041	green	0.4373555511481041
TNFSF11	0.8234999999999999	14.82959286647281	0.06204792069674737	green	0.06204792069674737
LIPM	0.8261	34.71453768315089	-0.11336999644198982	green	0.11336999644198982
CALCA	0.8332999999999999	14.39176416058299	1.0757660938918099	green	1.0757660938918099
AC005674.1	0.8332999999999999	14.774381086285803	-0.6915344993937222	green	0.6915344993937222
PCSK2	0.8332999999999999	15.257482679175249	-0.44209709725092466	green	0.44209709725092466
PDZRN4	0.8332999999999999	14.699810126501662	-0.43948845551130244	green	0.43948845551130244
NEBL	0.8332999999999999	24.28674031208187	-0.263935284969455	green	0.263935284969455
SERPINA1	0.8332999999999999	15.205907934627277	-0.1418410378082863	green	0.1418410378082863
ADGRF4	0.8332999999999999	15.476657734145817	-0.1315171000627016	green	0.1315171000627016
CSF3	0.8332999999999999	15.760330695683122	-0.1200345745190046	green	0.1200345745190046
SCIN	0.8332999999999999	15.034997834599872	0.114438992154499	green	0.114438992154499
PNMT	0.8332999999999999	23.861546565537797	-0.10864660772787339	green	0.10864660772787339
C11orf87	0.8332999999999999	15.778120189816734	-0.06974605721059948	green	0.06974605721059948
KRT81	0.8332999999999999	15.082209412539521	0.03979577073027597	green	0.03979577073027597
TROAP	0.8332999999999999	15.794462366003795	0.028017807968658128	green	0.028017807968658128
C5orf46	0.8332999999999999	15.044093947320052	-0.011188478640703128	green	0.011188478640703128
INHBE	0.8332999999999999	16.89402823899365	0.003967757233738683	green	0.003967757233738683
UGT1A7	0.8421	20.57208724529773	-0.9085138881281826	green	0.9085138881281826
GFRA3	0.875	5.847752130799285	-inf	green	inf
GRP	0.875	6.559170458781258	-1.2212220080963327	green	1.2212220080963327
SST	0.875	6.536510535641611	-1.1537320143612597	green	1.1537320143612597
SLC16A10	0.875	6.74452987774597	-1.1078325547830432	green	1.1078325547830432
AQP6	0.875	7.117627075056987	-0.8947013732169515	green	0.8947013732169515
GSTA1	0.875	6.418898863546248	0.8386989417898308	green	0.8386989417898308
STON2	0.875	6.774309766799817	-0.7876529580587653	green	0.7876529580587653
SHISAL2B	0.875	6.401298499849137	-0.7016638563766023	green	0.7016638563766023
PKD2L1	0.875	6.8680307317579405	-0.6909834806133718	green	0.6909834806133718
KIAA0040	0.875	7.325302890212497	0.6278457757131584	green	0.6278457757131584
SULT1E1	0.875	6.577338652555214	-0.5764712453556344	green	0.5764712453556344
SLC6A12	0.875	6.533748835851064	-0.5458995356919952	green	0.5458995356919952
SLC6A13	0.875	7.753833805118614	-0.5407151181277667	green	0.5407151181277667
ESX1	0.875	10.105036107854284	-0.5301934924159007	green	0.5301934924159007
ALOX15	0.875	5.86520565582426	0.5014531598133349	green	0.5014531598133349
DNAH17	0.875	7.097299351142749	-0.4711792903915888	green	0.4711792903915888
NKD2	0.875	7.793172055284224	-0.45164734609940754	green	0.45164734609940754
GABRG3	0.875	10.26687346910937	0.44201058321919623	green	0.44201058321919623
DIO3	0.875	6.758677194080173	-0.4239399596556699	green	0.4239399596556699
CYP4B1	0.875	6.858768896280622	-0.42003388868836955	green	0.42003388868836955
SLC2A14	0.875	10.579324658614564	-0.41396536452779964	green	0.41396536452779964
AC024132.3	0.875	6.437909495355559	0.3829483917050065	green	0.3829483917050065
EPHA5	0.875	10.243117075888446	0.37377337351645357	green	0.37377337351645357
KLHL4	0.875	6.548379933965222	-0.3520448436934439	green	0.3520448436934439
PMCH	0.875	10.22034041852564	-0.3332747628328202	green	0.3332747628328202
ADRB1	0.875	6.917135218825624	-0.32169780674232573	green	0.32169780674232573
SCG2	0.875	8.481274550544178	-0.3172911701033491	green	0.3172911701033491
LINC01554	0.875	7.577593920129839	-0.3160632161650981	green	0.3160632161650981
DNAH17-AS1	0.875	5.904089318025237	-0.2944569104642982	green	0.2944569104642982
RHCG	0.875	6.389413362346145	0.28220595410185306	green	0.28220595410185306
PPP1R14C	0.875	7.139765431973177	-0.25572319378369424	green	0.25572319378369424
CIDEA	0.875	6.928016249767792	-0.253634453297842	green	0.253634453297842
OTULINL	0.875	7.566058860196296	-0.23871656421046802	green	0.23871656421046802
CA2	0.875	7.178210120558358	0.22841640957239895	green	0.22841640957239895
S100B	0.875	11.039018461321039	-0.2247424393141894	green	0.2247424393141894
GALNT17	0.875	7.1798681191186144	-0.21167989052868696	green	0.21167989052868696
SLC6A4	0.875	6.750893037121829	0.20631862414182592	green	0.20631862414182592
AC011407.1	0.875	15.968729226540681	-0.2000308753885154	green	0.2000308753885154
AC002074.2	0.875	7.610767647557092	-0.19562080701465331	green	0.19562080701465331
AC100756.4	0.875	7.2684315010607	-0.1945789355169851	green	0.1945789355169851
HAPLN1	0.875	6.344002484517499	-0.191430675333139	green	0.191430675333139
MMP10	0.875	10.210249674872703	-0.18858576262908686	green	0.18858576262908686
SPARCL1	0.875	7.281222783157016	-0.18344650031850623	green	0.18344650031850623
CD4	0.875	6.811053346783755	-0.16920547885544432	green	0.16920547885544432
HOPX	0.875	7.095871083422637	-0.16655910548258568	green	0.16655910548258568
TREM2	0.875	6.405379684284261	0.16406902800040069	green	0.16406902800040069
FAM167A	0.875	12.17055050030432	-0.1631968984966766	green	0.1631968984966766
C1QL2	0.875	14.67784397834261	-0.16279260548080746	green	0.16279260548080746
CADM3	0.875	10.79970737352509	-0.15948173260642856	green	0.15948173260642856
TRARG1	0.875	8.378693141988512	-0.15170372947763303	green	0.15170372947763303
NHLH1	0.875	12.281201294279283	0.1481680256538275	green	0.1481680256538275
ADIPOQ-AS1	0.875	7.912046741337396	-0.14193345156033352	green	0.14193345156033352
PROK1	0.875	7.574433972635208	0.13878949804136778	green	0.13878949804136778
SPC25	0.875	7.396853530517349	0.13615087602728312	green	0.13615087602728312
ADRB3	0.875	6.629756239662065	0.1342971901881453	green	0.1342971901881453
C5AR2	0.875	7.570244105164017	-0.1340160978171029	green	0.1340160978171029
SMIM41	0.875	7.01885724652851	-0.1329403243591549	green	0.1329403243591549
EEF1A2	0.875	6.93187659232989	-0.12967621362792586	green	0.12967621362792586
SIRLNT	0.875	6.775164676640001	0.12925916513927266	green	0.12925916513927266
LINC02158	0.875	15.78565467876012	-0.1292091117687791	green	0.1292091117687791
KIF18B	0.875	6.759652869440751	0.1263196740892253	green	0.1263196740892253
TMEM176A	0.875	6.7828220836815225	0.12481053024058379	green	0.12481053024058379
AZGP1	0.875	8.237403744919773	-0.11665134890555702	green	0.11665134890555702
PCK1	0.875	7.6342360430288485	0.11615996220731144	green	0.11615996220731144
SIX3	0.875	7.038709014104309	0.11516855040714001	green	0.11516855040714001
SMOC2	0.875	7.813275484423326	-0.11392808462691592	green	0.11392808462691592
AC005100.1	0.875	7.668778363438326	-0.11187984336408885	green	0.11187984336408885
MMP9	0.875	7.466213466534511	-0.11120513743427977	green	0.11120513743427977
UCP1	0.875	5.818788453439305	0.108977329449528	green	0.108977329449528
KRT14	0.875	7.487103273004357	0.10530928548315983	green	0.10530928548315983
CAMP	0.875	7.464706902033313	-0.10500306590679948	green	0.10500306590679948
LINC01484	0.875	7.106585012899372	-0.10291884275697984	green	0.10291884275697984
MCM10	0.875	8.073099258022792	0.10163789181992416	green	0.10163789181992416
VGF	0.875	7.509646463245899	0.09662428176820062	green	0.09662428176820062
CNR1	0.875	16.084716300141782	-0.09381148112920173	green	0.09381148112920173
BUB1B	0.875	7.673549017044139	0.08582441329833988	green	0.08582441329833988
MAPK4	0.875	6.35115384922459	0.08285655934654208	green	0.08285655934654208
EXPH5	0.875	7.027970486121774	-0.07797157767188553	green	0.07797157767188553
BRINP1	0.875	7.0559753625159125	0.07409044944260977	green	0.07409044944260977
AL583785.1	0.875	7.945695103517166	0.07131033236461896	green	0.07131033236461896
TMEM176B	0.875	6.778400378716105	0.06921443224861469	green	0.06921443224861469
C7	0.875	7.758029507477754	0.06792623987332432	green	0.06792623987332432
WNT4	0.875	7.327114597137898	-0.06385438196938312	green	0.06385438196938312
HPGD	0.875	16.00687399591447	-0.06056849311652762	green	0.06056849311652762
LZTS1	0.875	7.145402955695061	-0.05935438696197772	green	0.05935438696197772
AL391883.1	0.875	7.22625158610205	0.0590513953639444	green	0.0590513953639444
KRT23	0.875	6.830726413412807	0.059033274667708024	green	0.059033274667708024
IL18	0.875	7.16031444016418	-0.05877830424276537	green	0.05877830424276537
ADAMTS8	0.875	7.347077435475806	0.056960288011750314	green	0.056960288011750314
SLC7A14	0.875	7.828485568890321	-0.05607722406920083	green	0.05607722406920083
FAM111B	0.875	7.411409060342338	0.05375692590915216	green	0.05375692590915216
PRKAG2-AS1	0.875	15.848327271385617	-0.051975248543466586	green	0.051975248543466586
HIST1H2AJ	0.875	7.563426416896832	0.05088146399945756	green	0.05088146399945756
THRSP	0.875	7.9633946892134215	0.049218497473187565	green	0.049218497473187565
TRIM55	0.875	6.474394171985757	-0.04903460034513512	green	0.04903460034513512
PLD5	0.875	7.073425762576222	-0.046750053272941336	green	0.046750053272941336
KIF20A	0.875	8.185396752295398	0.04630263143002076	green	0.04630263143002076
SOX17	0.875	6.8410024544977635	0.04380554718520295	green	0.04380554718520295
MMP12	0.875	6.986927880694682	0.043221391351099724	green	0.043221391351099724
INMT	0.875	6.886005880655911	-0.042863231273488955	green	0.042863231273488955
MAP1LC3C	0.875	7.1333040304001845	-0.04142283445463693	green	0.04142283445463693
C15orf48	0.875	7.155124764639791	-0.040343106592602	green	0.040343106592602
NGEF	0.875	7.484212078711589	-0.04022110385975766	green	0.04022110385975766
DCC	0.875	7.327497006223576	0.03920530079052929	green	0.03920530079052929
NUF2	0.875	8.39393752325844	0.03828948116224075	green	0.03828948116224075
KRT17	0.875	7.207266363230189	-0.038019522891937815	green	0.038019522891937815
FAM13C	0.875	7.540016349172799	-0.037794787653981685	green	0.037794787653981685
MRAP	0.875	8.060655912370132	0.03724260050281558	green	0.03724260050281558
HSD17B2	0.875	10.312020434557775	-0.03707570265398849	green	0.03707570265398849
WFDC1	0.875	6.734054561670224	0.034642525556796706	green	0.034642525556796706
TNFSF15	0.875	6.903985649676425	-0.03260132379642566	green	0.03260132379642566
AC134312.5	0.875	7.7282322281105635	0.029045265108923815	green	0.029045265108923815
LINC01197	0.875	7.394409937023119	-0.026948498516461937	green	0.026948498516461937
APOBEC3B	0.875	8.075332104388284	0.02461438529863397	green	0.02461438529863397
REN	0.875	11.104651958398074	-0.024438158981795802	green	0.024438158981795802
LHX9	0.875	6.782187542088721	-0.023943753209784494	green	0.023943753209784494
KRT34	0.875	6.857838073802472	0.023818387952428334	green	0.023818387952428334
CHRM2	0.875	6.958939444961607	0.023683624607523664	green	0.023683624607523664
KRTAP1-1	0.875	6.931589719602791	0.0215300202980719	green	0.0215300202980719
LYPD6B	0.875	6.904938233627012	0.021451550582842892	green	0.021451550582842892
C3orf80	0.875	8.257685511654387	-0.020482958127145717	green	0.020482958127145717
RELN	0.875	10.83805227220795	-0.02033981166299353	green	0.02033981166299353
ASPN	0.875	7.831014873943372	-0.018830152820642994	green	0.018830152820642994
CCKAR	0.875	7.07818870014896	0.01809566032881142	green	0.01809566032881142
WNT7B	0.875	7.343177306758896	-0.01657504708368699	green	0.01657504708368699
ACTC1	0.875	6.903483662463659	-0.016538857878947225	green	0.016538857878947225
LINC01119	0.875	7.955080615739702	-0.016260436325700695	green	0.016260436325700695
SLC7A4	0.875	6.568348407079732	0.016125536848119442	green	0.016125536848119442
MYBL2	0.875	8.300602065706876	0.015031153517340827	green	0.015031153517340827
RETREG1	0.875	16.074119974597178	-0.01340649904590109	green	0.01340649904590109
CNKSR2	0.875	7.149572824412488	0.010344550892433902	green	0.010344550892433902
CCL7	0.875	8.17483206577828	0.009528317371202797	green	0.009528317371202797
PDIA2	0.875	7.905672951901748	0.00889345385820476	green	0.00889345385820476
PLN	0.875	7.153012862207638	-0.008883218556238416	green	0.008883218556238416
SLC14A1	0.875	7.339541746643562	0.008743624888867612	green	0.008743624888867612
LGALS12	0.875	16.021585685315134	-0.005906359322821177	green	0.005906359322821177
PDPN	0.875	7.883958747550274	-0.005698228272004093	green	0.005698228272004093
AL359834.1	0.875	9.125904720205721	0.0055754887490260625	green	0.0055754887490260625
KANK4	0.875	7.2833818276586335	0.004840041994517078	green	0.004840041994517078
C14orf180	0.875	7.09489467989896	-0.004801649992054662	green	0.004801649992054662
PTPRQ	0.875	7.783608017329587	-0.004263827417734415	green	0.004263827417734415
MMP1	0.875	7.49614734484355	0.0029452336054106134	green	0.0029452336054106134
P2RY6	0.875	7.299683774364881	-0.0022323466814458343	green	0.0022323466814458343
TF	0.875	16.414532007746352	0.001525784367433952	green	0.001525784367433952
KRTAP1-5	0.875	8.297292720235172	0.0012799597711439334	green	0.0012799597711439334
TSPAN18	0.875	7.538302780469375	0.0007466674121017678	green	0.0007466674121017678
IL7R	0.875	11.635533713219884	-0.0005788290865289106	green	0.0005788290865289106
GJA5	0.875	6.372603497667932	0.0	green	0.0
ESM1	0.875	6.958250793145395	0.0	green	0.0
AC109466.1	0.875	7.139606214341461	0.0	green	0.0
MRGPRX3	0.875	10.110026244305121	0.0	green	0.0
LUZP2	0.875	7.0201774822423735	0.0	green	0.0
KRTAP4-12	0.875	6.449382059452964	0.0	green	0.0
SERPINB4	0.875	7.11422300819028	0.0	green	0.0
KDR	0.88	22.924476263709543	-0.3209839974493635	green	0.3209839974493635
WDR62	0.8946999999999999	15.515662711822216	0.09485001918886302	green	0.09485001918886302
DLGAP5	0.8946999999999999	16.23692462181158	0.068690441697295	green	0.068690441697295
ZNF367	0.8946999999999999	15.628685835449865	0.019580598391213254	green	0.019580598391213254
NOG	0.9	19.27754373072509	-0.07518597136891547	green	0.07518597136891547
MKX	0.9	20.252649310136686	-0.00399219008819705	green	0.00399219008819705
ERCC6L	0.9375	10.682511128472228	0.16179026550358477	green	0.16179026550358477
CXCL10	0.9375	10.252725977663811	0.1378330169415166	green	0.1378330169415166
CCL11	0.9473999999999999	17.68400081362065	-0.023984159459531782	green	0.023984159459531782
CDC45	0.9473999999999999	18.111670601271854	-0.009244053194204136	green	0.009244053194204136
AC104461.1	0.9473999999999999	17.372274668283822	-0.005874289512346987	green	0.005874289512346987
GMFG	0.9473999999999999	18.313712922731234	0.0	green	0.0
ABCG1	0.95	22.829329267962244	-0.15054196166003608	green	0.15054196166003608
DHRS2	0.95	22.38335961494157	-0.04930931824740438	green	0.04930931824740438
